original_uri,author,text,uri
at://did:plc:kub3mhx6yyvqisdddrnvq2zw/app.bsky.feed.post/3m62wre4sh22m,powersflowers.bsky.social,"Well, this was a disappointment. Is there an actually delicious brand, or are they all overhyped? The chocolate on this tasted so-so and the pistachio filling was nice enough, but nothing special.  
#DubaiChocolate 
#speirgorm
#spéirghorm",at://did:plc:kub3mhx6yyvqisdddrnvq2zw/app.bsky.feed.post/3m62wre4sh22m
at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m62uwrf5zk2m,pnamblath.bsky.social,"Ireland have been drawn away to Czechia in the World Cup Qualifying Playoff semifinal, on Thurs March 26th next. If Ireland progress to the playoff final, they will host either Denmark or North Macedonia at the Aviva Stadium on Tues March 31st.
#COYBIG #FIFAWorldCup2026
#speirgorm
#IrishNews",at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m62uwrf5zk2m
at://did:plc:6ofsjvfrnsdfvq2bwhdpydbw/app.bsky.feed.post/3m62u7nwtos2g,cephilis.bsky.social,"Enoch Burke is currently at large and evading arrest. 
Stay safe, keep doors and windows locked.
Read up on articles such as the irish times ""what experts advise if doorstepped by the burke family"" 
Contact your elderly and queer community members to help them prepare
This has been a PSA 
#speirgorm",at://did:plc:6ofsjvfrnsdfvq2bwhdpydbw/app.bsky.feed.post/3m62u7nwtos2g
at://did:plc:6ofsjvfrnsdfvq2bwhdpydbw/app.bsky.feed.post/3m62u7nwtos2g,NA,NA,NA
at://did:plc:qi3uhneb2cz77ibwnzailb22/app.bsky.feed.post/3m62swoj5ds2u,dfertl.bsky.social,"""Up to €2.7m worth of energy ‘wasted’ every day by State, committee told""
#Ireland 's govt is dumping up to €450 million of #windenergy every year, while 550,000 households suffer #fuelpoverty.
Utter madness.
#renewables #costofliving #windfarms #climate #SpéirGorm
www.irishtimes.com/ireland/soci...",at://did:plc:qi3uhneb2cz77ibwnzailb22/app.bsky.feed.post/3m62swoj5ds2u
at://did:plc:roq5gp36kgc3cied6notevst/app.bsky.feed.post/3m62rhl7opa2x,bridgetmcgann.medsky.social,"People when they learn I speak Irish: Wow so wholesome to be in touch with your heritage! It’s such a beautiful language. 🥹🥰☘️

Me: *raps about crime and drugs*

#SpeirGorm ",at://did:plc:roq5gp36kgc3cied6notevst/app.bsky.feed.post/3m62rhl7opa2x
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m62pkmdiik2w,rogerokeeffe.bsky.social,"Uplifting moment listening to Catherine talking to Oliver Callan just now.

Is she on #speirgorm?",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m62pkmdiik2w
at://did:plc:hhfwpteeefymb5m324x3rsui/app.bsky.feed.post/3m62o5eigqk2h,irishplacenames.bsky.social,"In case you ever lose her she's in Co. Roscommon. From the Irish 'greanaidh', meaning gravelly place.

#speirgorm",at://did:plc:hhfwpteeefymb5m324x3rsui/app.bsky.feed.post/3m62o5eigqk2h
at://did:plc:33vlabr5n5naktrl6xgyopoc/app.bsky.feed.post/3m62kdjm3r22p,nigellicus.bsky.social,##speirgorm,at://did:plc:33vlabr5n5naktrl6xgyopoc/app.bsky.feed.post/3m62kdjm3r22p
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m62htju27k2w,drmarymcauliffe.bsky.social,"Reminder - launch of our co-edited book ‘The Civil War in Kerry and Beyond; Histories, memories, and Legacies’ 

📅 Friday, 21st November
⏲️ 6.00pm
🏦 Kerry County Museum

All welcome. #speirgorm 
Available online from Four Courts Press and all good book stores.

www.fourcourtspress.ie/books/2025/t...",at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m62htju27k2w
at://did:plc:dnvpi77gppcosuglhn7nngk3/app.bsky.feed.post/3m62fjw452k22,eslsys.bsky.social,"""Figures of possible fines of between €8bn and €26bn for breaching emissions targets ‘incredible’, President says"" #speirGorm

www.irishtimes.com/environment/...",at://did:plc:dnvpi77gppcosuglhn7nngk3/app.bsky.feed.post/3m62fjw452k22
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m62ecgyzwc2n,darylfeehely.com,"Judging by photos of Darragh O'Brien at this, it appears Ireland has joined in this call for a road map to phase-out fossil fuels.

Can some journalists please ask him & MM if they still plan for Ireland to build new LNG fossil fuel infra, which is the opposite of phase-out.

#IrishPol #Speirgorm",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m62ecgyzwc2n
at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m626ys47lk2k,lisagrimm.com,"This week’s pub visit is a bit of an odd one, at least for me:

#SpeirGorm

www.weirdodublinpubs.com/weirdo-guide...",at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m626ys47lk2k
at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5zu2pfqyj2k,soolahhoops.com,"I love #waterfalls and #GlenevinFalls in #CountyDonegal were so beautiful! That sound calms me every time! I also wasn’t expecting the #faeriehouses but definitely magical
#GlenevinWaterfall #CountyDonegal #Ireland #Speirgorm #IrishSky #waterfall #IrelandNature #Spéirghorm #IrishSky🇮🇪#IrishNature ",at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5zu2pfqyj2k
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5zsnkc4ck2o,ainekeenan.bsky.social,"We dance round in a ring 
and suppose,
But the Secret sits 
in the middle and knows.

Robert Frost, 20th century

#Photography #Wisdom #Spirituality #Poetry #Prayer #SpeirGorm #StreetPhotography #India #Temple #ImageAndVerse #ArtOfBlueSky #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5zsnkc4ck2o
at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5zd3nl4s22b,darylfeehely.com,"The Michael D doc is great.

""Stay curious & keep going""

Words to live by. 💚

#Speirgorm #IrishPol",at://did:plc:imdb5lnqdvuployv2wxfgdms/app.bsky.feed.post/3m5zd3nl4s22b
at://did:plc:s6znrelghqcbkis7iudax6v7/app.bsky.feed.post/3m5zcl7e45s2b,lisafitz.bsky.social,The 'oh jsysus that's lovely' when you get into bed & you remembered to turn on the electric blanket is the best auld lady feeling ever #speirgorm,at://did:plc:s6znrelghqcbkis7iudax6v7/app.bsky.feed.post/3m5zcl7e45s2b
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5z4vmrrs22i,sharrow.bsky.social,#speirgorm,at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5z4vmrrs22i
at://did:plc:7jnzlmjogamiou5m4qiyxace/app.bsky.feed.post/3m5z3qy7pqc2o,orlam90.bsky.social,"It rumbles on. Someone is now doing an official survey and they're going to geographically map the results. God I love nerds! 🤓

survey123.arcgis.com/share/b861da...

#speirgorm #sharpenergate",at://did:plc:7jnzlmjogamiou5m4qiyxace/app.bsky.feed.post/3m5z3qy7pqc2o
at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5yvekc34k2d,frankoconnor.bsky.social,"Imagine a city that invites everyone to Rest. Play. Work.

Imagine a city where everyone has a home, place to play and access to fair, just and meaningful work.

Imagine. Rest. Play. Work. 
Imagine. Imagine. Imagine.

with @judesherry.bsky.social 
#RestPlayWork #SpeirGorm #DerelictIreland

1/",at://did:plc:eweyharmeuf3er35ejhbjp4o/app.bsky.feed.post/3m5yvekc34k2d
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5ysef6ed226,rdisc0mb0bulate.bsky.social,"#OzempicTales is kicking my backside this evening. I feel so sick and queasy. Sometimes it’s hard to tell if it’s hunger or fullness, because the nausea can occur in both situations.
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5ysef6ed226
at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5yqce4qnk2u,martinamorrow.bsky.social,"Peeps it must be winter I just bought my first hat of the year, the big Labrador love of my life looking angelic here has a thing for bobbles my hats never survive a full winter no matter how well I mind them he always gets them in the end #speirgorm",at://did:plc:owtiovxdlxm4bp4hgnihapfe/app.bsky.feed.post/3m5yqce4qnk2u
at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5ypros6rc2w,slated.ie,"Lads, if you are looking for fantastic service, I can't fault @thebookshopie.bsky.social they went above and beyond. 

#Shoplocal #Irishbusiness 
#speirgorm #SLATED",at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5ypros6rc2w
at://did:plc:bwri5etslrdnbu6jpqrznf36/app.bsky.feed.post/3m5yewoeec22b,tggleeson.bsky.social,"And there it is, a Pembrokeshire Dangler.",at://did:plc:bwri5etslrdnbu6jpqrznf36/app.bsky.feed.post/3m5yewoeec22b
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5yeqjhyxk2d,rogerokeeffe.bsky.social,"Anyone else on #speirgorm finding the Bank of Ireland app quite unstable over the last few days?

Having to make repeated attempts to login, getting timed out messages after a few seconds.  It's a bit unsettling.",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5yeqjhyxk2d
at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5ydj6jlwc26,judesherry.bsky.social,"“The only green space and park in the city centre is no longer a green space or park. Seriously, how did this cost €7m?""
Me & @frankoconnor.bsky.social were interviewed by Amy 
Cambell on our thoughts of the destruction of Bishop Lucey Park @echolive.bsky.social
#RestPlayWork #PureCork #Speirgorm",at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5ydj6jlwc26
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5ydcjv4r22d,rdisc0mb0bulate.bsky.social,"Now here’s the thing. I hear my own thoughts ALL the time. There is constant narration/conversation taking place. 

Having had my first use of the shower I would say ‘You are alone with your own thoughts, it’s that quiet!’ 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5ydcjv4r22d
at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5yct2jbxs23,caroleducky.bsky.social,"‘Anti-immigration activist Derek Blighe to stand trial in January on charge of harrassing garda .’ 

Blighe is not an activist. He’s an agitator. 
jrnl.ie/6879435

#SpeirGorm",at://did:plc:wk4vbtn77njhk4mlohgewj2m/app.bsky.feed.post/3m5yct2jbxs23
at://did:plc:b25fw5q6tr2faqdy52du276g/app.bsky.feed.post/3m5y7xopkf22o,gildedalm.com,"💚
𝕎𝕙𝕒𝕥
𝕒 𝕪𝕖𝕒𝕣
𝕗𝕠𝕣 𝕘𝕣𝕖𝕒𝕥
𝕚𝕟𝕕𝕖𝕡𝕖𝕟𝕕𝕖𝕟𝕥
𝕀𝕣𝕚𝕤𝕙 𝕞𝕦𝕤𝕚𝕔...

🟢
ʟɪꜱᴛᴇɴ
tr.ee/GildedIrishS...

✳️
#IrishBluesky #speirgorm  #Spéirghorm
#musicsky #music #shoplocal #staytuned",at://did:plc:b25fw5q6tr2faqdy52du276g/app.bsky.feed.post/3m5y7xopkf22o
at://did:plc:pen6g4gaisumaynbdlqkgkdt/app.bsky.feed.post/3m5y6id6oxs2k,paulduane.bsky.social,"In case you missed it, our Irish Fine Gael MEPs voted with the far right on this one. #speirgorm",at://did:plc:pen6g4gaisumaynbdlqkgkdt/app.bsky.feed.post/3m5y6id6oxs2k
at://did:plc:63mlf5ayqa3qbmgddw4d4zsu/app.bsky.feed.post/3m5y47zh3fc2b,sullydaysleeper.bsky.social,Hope Pascal enjoys his time at the world bank. I'd imagine leaving the country in a budget surplus must feel great ... #Speirgorm #SpeirGorm,at://did:plc:63mlf5ayqa3qbmgddw4d4zsu/app.bsky.feed.post/3m5y47zh3fc2b
at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5xzz34nw22l,slated.ie,"The Design and Crafts Council  of Ireland emailing yet again to get makers to do their work for them.

Remember, this is the body that tried to sue a maker for having an opinion.

Here is your reminder that the Guaranteed Irish logo does NOT mean a product is made in Ireland.

#SLATED #Speirgorm",at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5xzz34nw22l
at://did:plc:e2vdb3yylfvzgvlo3fi5mrkf/app.bsky.feed.post/3m5xymx5kk22v,atticuspeirgorm.bsky.social,"""This may be the worst Government in yhe history of the state!""

#Irishpol #Speirgorm 

youtu.be/EmWESe6XTNY?...",at://did:plc:e2vdb3yylfvzgvlo3fi5mrkf/app.bsky.feed.post/3m5xymx5kk22v
at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5xquqookk2n,shazbear.bsky.social,"""grilling"" doing a lot of heavy lifting here I'd say #SpeirGorm",at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5xquqookk2n
at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5xqdl4xfc2a,siobhanmcelduff.bsky.social,"Who can forget the time he discovered art could be political and shouted at an artist going by the name of Spicebag for creating it. Great moments in the cultural history of Ireland.

#spéirghorm #speirgorm",at://did:plc:b5yxc2nhcgrbtu3twvlg3i7a/app.bsky.feed.post/3m5xqdl4xfc2a
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5xohorfus2v,rdisc0mb0bulate.bsky.social,"A rare midweek lie in.

Good morning, #SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5xohorfus2v
at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5x2posow22c,soolahhoops.com,"This was the #GiantsCauseway visit I did about a year ago last November. It was still busy & touristy even then. I couldn’t imagine it in the summertime 
😬

youtu.be/odr7f_5bvUY?...

#Causeway #NorthernIreland #Ireland #Speirgorm #IrishSky #Spéirghorm #IrishSky🇮🇪 #ocean #nature #IrishNature",at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5x2posow22c
at://did:plc:y37mgxptpzfiljrhqdcmbwzt/app.bsky.feed.post/3m5x2ocwv222z,pollygaillimh.bsky.social,#Speirgorm,at://did:plc:y37mgxptpzfiljrhqdcmbwzt/app.bsky.feed.post/3m5x2ocwv222z
at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5x2cbvwjs2c,soolahhoops.com,"I sat there for a while because this split was so cool and the #water crashing through it was amazing!
#BalintoyHarbour #NorthernIreland #Ireland #Speirgorm #IrishSky #Spéirghorm #IrishSky🇮🇪 #ocean #water #watermeditation #waterislife #waterissacred #IrishNature",at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5x2cbvwjs2c
at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5x25adcl22c,soolahhoops.com,"The giant splashes of the #ocean making intricate trails of water on the rocks. How can you not love this? And #Scotland just a bit further north from there. 💚🤍🧡💙🤍
#BalintoyHarbour #NorthernIreland #Ireland #Speirgorm #IrishSky #Spéirghorm #IrishSky🇮🇪 #ocean #water #watermeditation",at://did:plc:slpcusmlwp2cu4y6elhhwsce/app.bsky.feed.post/3m5x25adcl22c
at://did:plc:habbzrlf5qwkegoxgwk6urcf/app.bsky.feed.post/3m5wuvqyxck27,ajorgensen.bsky.social,"🦊 HEADS UP! 🦊
Ireland has a real chance to ban foxhunting right now. Chasing terrified foxes on horseback with hounds is cruel and barbaric. Please support our campaign on Instagram www.instagram.com/p/DRFtSTVDT6...
#banfoxhunting #SpeirGorm",at://did:plc:habbzrlf5qwkegoxgwk6urcf/app.bsky.feed.post/3m5wuvqyxck27
at://did:plc:ouza3jsycl2aszfc3xtodbfe/app.bsky.feed.post/3m5wsairq6k2j,dermotcasey.bsky.social,#OrlaTopper is the new #FloridaDave on #speirgorm,at://did:plc:ouza3jsycl2aszfc3xtodbfe/app.bsky.feed.post/3m5wsairq6k2j
at://did:plc:ptzflttudpqcrf44hctiiylw/app.bsky.feed.post/3m5wpgv6yxc2z,alkalinecollective.bsky.social,"Your periodical reminder, from the good people of #speirgorm",at://did:plc:ptzflttudpqcrf44hctiiylw/app.bsky.feed.post/3m5wpgv6yxc2z
at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m5wnm4am6k22,pnamblath.bsky.social,"#speirgorm #IrishHistory
www.waterfordtreasures.com/luke-wadding...",at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m5wnm4am6k22
at://did:plc:o44rctt4h2cu4m65alkbumxe/app.bsky.feed.post/3m5wkqixw4c25,jodcork.bsky.social,Tuesday is a hard payback for the glory of Sunday #coybig #speirgorm,at://did:plc:o44rctt4h2cu4m65alkbumxe/app.bsky.feed.post/3m5wkqixw4c25
at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t,slated.ie,"Whether they love cheese, coffee, wine — or all — the SLATED Personalised Collection turns their favourite little indulgence into a story they’ll never forget

It’s not just a gesture.

It’s their moment.

Slated.ie 

#PersonalisedGifts #SLATED #CraftedForYou #speirgorm #Boycottamazon",at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wkfkwpn22t
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5wirdavus2i,rdisc0mb0bulate.bsky.social,"Although, my ailing shower could not be repaired and so needed to be replaced. 

So, swings and roundabouts really! 
#SpeirGorm",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m5wirdavus2i
at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m5wiql2bs22y,debhruin.bsky.social,#Speirgorm how crazy do you think the by election in Dublin Central is going to be with Paschal Donohue quitting to work for the World Bank,at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m5wiql2bs22y
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wiaced6c27,robosullivan.bsky.social,The other reason to join a party now (As opposed to just before an election like my dumb-ass did a few years back) is some parties require a member vote before going into a coalition as a minority party. You get another vote to prevent a FFG coalition. It's one more lever to pull #Spéirgorm,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wiaced6c27
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27,robosullivan.bsky.social,With two by-elections on the horizon and the prospect of cross-opposition collaboration I'm renewing my request for people to join a political party ASAP. Many parties have a 6 month probationary period before you can vote on anything substantive so don't wait too long. 1/2 #Spéirgorm,at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m5wi3oz2is27
at://did:plc:mh5mt4ifqn6otuf52ddfa7nb/app.bsky.feed.post/3m5wgrp3jqk2a,sighjinks.bsky.social,"The new Crumlin Shopping Centre just started being built and it’s still going to be finished before the Naas Shopping Centre opens, isn’t it? #SpeirGorm #Kildare",at://did:plc:mh5mt4ifqn6otuf52ddfa7nb/app.bsky.feed.post/3m5wgrp3jqk2a
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m5wggyiiec26,321kieran.bsky.social,"What song jumps out to YOU?
🚨All the great songs on the #NovaGuestlist, including chats with #OllieCole, & first plays for #PCooney & #YeVagabonds!☘️
📻Listen back now on www.nova.ie/radio-schedu... or 6pm Sundays on @radionova100.bsky.social! #Speirgorm #IndieMusic",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m5wggyiiec26
at://did:plc:swknwdgyvbkrbda6fdhhwefj/app.bsky.feed.post/3m5wfsdfjes2z,electionlit.bsky.social,"Watched ""The Mission"" the other day which led me to look up Irish actor Ray McAnally. Hadn't realised Aonghus McAnally was his son. 
Look him up, no mention that he judged a talent competition in Sallynoggin in 1979 which I entered. It did mention that he had had hair transplants though. #speirgorm",at://did:plc:swknwdgyvbkrbda6fdhhwefj/app.bsky.feed.post/3m5wfsdfjes2z
at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m5wdsmk4cs2h,lokideburca.bsky.social,"#Gaeilge #Irish #Ireland #Speirgorm #Gaelgeoir 
Any gaelgoirí out there that could give a better/easier way of saying this or how would you say it yourself.
Just a wee bit curious about it myself. 
GRMA",at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m5wdsmk4cs2h
at://did:plc:dhfmog4fmzbvhobbqrn4q2gg/app.bsky.feed.post/3m5wcddzkwk24,lovelyhurling.bsky.social,"Travelling on the N2 north of Ardee. I can only guess there is a Vidal on the N2, just outside Ardee, lots of cars parked on the side of the N2. Lots of young folk parked up… take it very handy around that area.
#Speirgorm",at://did:plc:dhfmog4fmzbvhobbqrn4q2gg/app.bsky.feed.post/3m5wcddzkwk24
at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wbmnc72k2t,slated.ie,"That was a successful day, I managed to cut my eyeball. 🤦‍♀️

#SLATED #speirgorm",at://did:plc:7czbhyt6vmlibzjk2md3ds36/app.bsky.feed.post/3m5wbmnc72k2t
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w47x2xlk2f,sharrow.bsky.social,"But where on the balance sheets do you put FF & FG failures which are causing such misery and suffering?

We live in a society not just an economy.

#supergluedpockets #speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m5w47x2xlk2f
